BEGIN SCATTER2D /COMETA_ZZ_production_analysis/totxsec
Path=/COMETA_ZZ_production_analysis/totxsec
ScaledBy=1.07522548904484862e-05
Title=~
# val1       	err1-        	err1+        	val2         	err2-        	err2+        	
5.000000e-01 	5.000000e-01 	5.000000e-01 	1.544145e+01 	5.161993e-03 	5.161993e-03 	
END SCATTER2D

BEGIN SCATTER2D /COMETA_ZZ_production_analysis/m4l
Path=/COMETA_ZZ_production_analysis/m4l
ScaledBy=1.07522548904484862e-05
Title=~
# val1       	err1-        	err1+        	val2         	err2-        	err2+        	
1.000000e+01 	1.000000e+01 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	
3.000000e+01 	1.000000e+01 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	
5.000000e+01 	1.000000e+01 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	
7.000000e+01 	1.000000e+01 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	
9.000000e+01 	1.000000e+01 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	
1.100000e+02 	1.000000e+01 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	
1.300000e+02 	1.000000e+01 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	
1.500000e+02 	1.000000e+01 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	
1.700000e+02 	1.000000e+01 	1.000000e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	
1.900000e+02 	1.000000e+01 	1.000000e+01 	1.179477e-01 	1.051072e-04 	1.051072e-04 	
2.100000e+02 	1.000000e+01 	1.000000e+01 	1.441632e-01 	1.104142e-04 	1.104142e-04 	
2.300000e+02 	1.000000e+01 	1.000000e+01 	1.110574e-01 	9.723987e-05 	9.723987e-05 	
2.500000e+02 	1.000000e+01 	1.000000e+01 	8.317015e-02 	8.480488e-05 	8.480488e-05 	
2.700000e+02 	1.000000e+01 	1.000000e+01 	6.283824e-02 	7.396692e-05 	7.396692e-05 	
2.900000e+02 	1.000000e+01 	1.000000e+01 	4.804325e-02 	6.570271e-05 	6.570271e-05 	
3.100000e+02 	1.000000e+01 	1.000000e+01 	3.735230e-02 	5.664282e-05 	5.664282e-05 	
3.300000e+02 	1.000000e+01 	1.000000e+01 	2.927961e-02 	4.985097e-05 	4.985097e-05 	
3.500000e+02 	1.000000e+01 	1.000000e+01 	2.321401e-02 	4.551747e-05 	4.551747e-05 	
3.700000e+02 	1.000000e+01 	1.000000e+01 	1.861941e-02 	3.969154e-05 	3.969154e-05 	
3.900000e+02 	1.000000e+01 	1.000000e+01 	1.508145e-02 	3.558750e-05 	3.558750e-05 	
4.100000e+02 	1.000000e+01 	1.000000e+01 	1.232217e-02 	3.202600e-05 	3.202600e-05 	
4.300000e+02 	1.000000e+01 	1.000000e+01 	1.013071e-02 	2.913774e-05 	2.913774e-05 	
4.500000e+02 	1.000000e+01 	1.000000e+01 	8.416099e-03 	2.752337e-05 	2.752337e-05 	
4.700000e+02 	1.000000e+01 	1.000000e+01 	7.012493e-03 	2.406799e-05 	2.406799e-05 	
4.900000e+02 	1.000000e+01 	1.000000e+01 	5.859751e-03 	2.207239e-05 	2.207239e-05 	
5.100000e+02 	1.000000e+01 	1.000000e+01 	4.920141e-03 	1.978198e-05 	1.978198e-05 	
5.300000e+02 	1.000000e+01 	1.000000e+01 	4.227210e-03 	1.844625e-05 	1.844625e-05 	
5.500000e+02 	1.000000e+01 	1.000000e+01 	3.564897e-03 	1.644132e-05 	1.644132e-05 	
5.700000e+02 	1.000000e+01 	1.000000e+01 	3.043618e-03 	1.537606e-05 	1.537606e-05 	
5.900000e+02 	1.000000e+01 	1.000000e+01 	2.591348e-03 	1.408083e-05 	1.408083e-05 	
6.100000e+02 	1.000000e+01 	1.000000e+01 	2.242927e-03 	1.338875e-05 	1.338875e-05 	
6.300000e+02 	1.000000e+01 	1.000000e+01 	1.950816e-03 	1.180805e-05 	1.180805e-05 	
6.500000e+02 	1.000000e+01 	1.000000e+01 	1.695475e-03 	1.123831e-05 	1.123831e-05 	
6.700000e+02 	1.000000e+01 	1.000000e+01 	1.463879e-03 	1.007912e-05 	1.007912e-05 	
6.900000e+02 	1.000000e+01 	1.000000e+01 	1.272286e-03 	9.526246e-06 	9.526246e-06 	
7.100000e+02 	1.000000e+01 	1.000000e+01 	1.103345e-03 	9.069735e-06 	9.069735e-06 	
7.300000e+02 	1.000000e+01 	1.000000e+01 	9.808411e-04 	8.558123e-06 	8.558123e-06 	
7.500000e+02 	1.000000e+01 	1.000000e+01 	8.630909e-04 	7.284565e-06 	7.284565e-06 	
7.700000e+02 	1.000000e+01 	1.000000e+01 	7.621450e-04 	7.208923e-06 	7.208923e-06 	
7.900000e+02 	1.000000e+01 	1.000000e+01 	6.720821e-04 	6.461825e-06 	6.461825e-06 	
