BEGIN SCATTER2D /COMETA_ZZ_production_analysis/cosee
Path=/COMETA_ZZ_production_analysis/cosee
ScaledBy=3.63405062248017895e-07
Title=~
# val1       	err1-        	err1+        	val2         	err2-        	err2+        	
-9.750000e-01	2.500000e-02 	2.500000e-02 	6.754997e+00 	2.860852e-02 	2.860852e-02 	
-9.250000e-01	2.500000e-02 	2.500000e-02 	6.717716e+00 	2.777553e-02 	2.777553e-02 	
-8.750000e-01	2.500000e-02 	2.500000e-02 	6.694738e+00 	2.875267e-02 	2.875267e-02 	
-8.250000e-01	2.500000e-02 	2.500000e-02 	6.730887e+00 	2.846057e-02 	2.846057e-02 	
-7.750000e-01	2.500000e-02 	2.500000e-02 	6.728593e+00 	2.919133e-02 	2.919133e-02 	
-7.250000e-01	2.500000e-02 	2.500000e-02 	6.699247e+00 	2.911269e-02 	2.911269e-02 	
-6.750000e-01	2.500000e-02 	2.500000e-02 	6.687999e+00 	3.164347e-02 	3.164347e-02 	
-6.250000e-01	2.500000e-02 	2.500000e-02 	6.652769e+00 	3.054614e-02 	3.054614e-02 	
-5.750000e-01	2.500000e-02 	2.500000e-02 	6.761097e+00 	2.970431e-02 	2.970431e-02 	
-5.250000e-01	2.500000e-02 	2.500000e-02 	6.698915e+00 	2.983510e-02 	2.983510e-02 	
-4.750000e-01	2.500000e-02 	2.500000e-02 	6.727648e+00 	3.027365e-02 	3.027365e-02 	
-4.250000e-01	2.500000e-02 	2.500000e-02 	6.792168e+00 	2.999735e-02 	2.999735e-02 	
-3.750000e-01	2.500000e-02 	2.500000e-02 	6.738975e+00 	3.011111e-02 	3.011111e-02 	
-3.250000e-01	2.500000e-02 	2.500000e-02 	6.747653e+00 	3.095348e-02 	3.095348e-02 	
-2.750000e-01	2.500000e-02 	2.500000e-02 	6.784922e+00 	3.187494e-02 	3.187494e-02 	
-2.250000e-01	2.500000e-02 	2.500000e-02 	6.824595e+00 	3.203686e-02 	3.203686e-02 	
-1.750000e-01	2.500000e-02 	2.500000e-02 	6.885008e+00 	3.021620e-02 	3.021620e-02 	
-1.250000e-01	2.500000e-02 	2.500000e-02 	6.861754e+00 	3.157257e-02 	3.157257e-02 	
-7.500000e-02	2.500000e-02 	2.500000e-02 	6.923123e+00 	3.116776e-02 	3.116776e-02 	
-2.500000e-02	2.500000e-02 	2.500000e-02 	6.981104e+00 	3.264097e-02 	3.264097e-02 	
2.500000e-02 	2.500000e-02 	2.500000e-02 	7.085017e+00 	3.160123e-02 	3.160123e-02 	
7.500000e-02 	2.500000e-02 	2.500000e-02 	7.140511e+00 	3.101215e-02 	3.101215e-02 	
1.250000e-01 	2.500000e-02 	2.500000e-02 	7.295668e+00 	3.152252e-02 	3.152252e-02 	
1.750000e-01 	2.500000e-02 	2.500000e-02 	7.408353e+00 	3.181013e-02 	3.181013e-02 	
2.250000e-01 	2.500000e-02 	2.500000e-02 	7.478018e+00 	3.186945e-02 	3.186945e-02 	
2.750000e-01 	2.500000e-02 	2.500000e-02 	7.670346e+00 	3.160877e-02 	3.160877e-02 	
3.250000e-01 	2.500000e-02 	2.500000e-02 	7.908357e+00 	3.165778e-02 	3.165778e-02 	
3.750000e-01 	2.500000e-02 	2.500000e-02 	8.069111e+00 	3.209039e-02 	3.209039e-02 	
4.250000e-01 	2.500000e-02 	2.500000e-02 	8.330970e+00 	3.385368e-02 	3.385368e-02 	
4.750000e-01 	2.500000e-02 	2.500000e-02 	8.580903e+00 	3.276725e-02 	3.276725e-02 	
5.250000e-01 	2.500000e-02 	2.500000e-02 	8.932017e+00 	3.485846e-02 	3.485846e-02 	
5.750000e-01 	2.500000e-02 	2.500000e-02 	9.308674e+00 	3.484317e-02 	3.484317e-02 	
6.250000e-01 	2.500000e-02 	2.500000e-02 	9.862876e+00 	3.597282e-02 	3.597282e-02 	
6.750000e-01 	2.500000e-02 	2.500000e-02 	1.035283e+01 	3.665841e-02 	3.665841e-02 	
7.250000e-01 	2.500000e-02 	2.500000e-02 	1.099107e+01 	3.857819e-02 	3.857819e-02 	
7.750000e-01 	2.500000e-02 	2.500000e-02 	1.175950e+01 	3.863723e-02 	3.863723e-02 	
8.250000e-01 	2.500000e-02 	2.500000e-02 	1.241483e+01 	4.102091e-02 	4.102091e-02 	
8.750000e-01 	2.500000e-02 	2.500000e-02 	1.295835e+01 	4.194785e-02 	4.194785e-02 	
9.250000e-01 	2.500000e-02 	2.500000e-02 	1.079543e+01 	4.051216e-02 	4.051216e-02 	
9.750000e-01 	2.500000e-02 	2.500000e-02 	3.797890e+00 	2.334361e-02 	2.334361e-02 	
END SCATTER2D

BEGIN SCATTER2D /COMETA_ZZ_production_analysis/cosee[MUR=0.5__MUF=0.5__LHAPDF=325100]
Path=/COMETA_ZZ_production_analysis/cosee[MUR=0.5__MUF=0.5__LHAPDF=325100]
ScaledBy=3.62447916724086886e-07
Title=~
# val1       	err1-        	err1+        	val2         	err2-        	err2+        	
-9.750000e-01	2.500000e-02 	2.500000e-02 	7.290733e+00 	1.076134e-01 	1.076134e-01 	
-9.250000e-01	2.500000e-02 	2.500000e-02 	7.258970e+00 	7.392601e-02 	7.392601e-02 	
-8.750000e-01	2.500000e-02 	2.500000e-02 	6.652247e+00 	6.175469e-01 	6.175469e-01 	
-8.250000e-01	2.500000e-02 	2.500000e-02 	7.326816e+00 	1.017517e-01 	1.017517e-01 	
-7.750000e-01	2.500000e-02 	2.500000e-02 	7.243278e+00 	7.204951e-02 	7.204951e-02 	
-7.250000e-01	2.500000e-02 	2.500000e-02 	7.418377e+00 	2.325706e-01 	2.325706e-01 	
-6.750000e-01	2.500000e-02 	2.500000e-02 	7.685569e+00 	7.945717e-01 	7.945717e-01 	
